"anno","mes","codigo_provincia","nombre_oficial","siglas_unificadas","votos","total_votos_prov","porcentaje"
1989,"10","35","Palmas, Las","OTROS",32191,352326,9.14
1989,"10","35","Palmas, Las","CC_NC",6502,352326,1.85
1989,"10","35","Palmas, Las","VERDES_ECOLOGISTAS",2697,352326,0.77
1989,"10","35","Palmas, Las","EXTREMA_DERECHA_ANTIGUA",431,352326,0.12
1989,"10","36","Pontevedra","PP",163546,413598,39.54
1989,"10","36","Pontevedra","PSOE",136420,413598,32.98
1989,"10","36","Pontevedra","UCD_CDS",33787,413598,8.17
1989,"10","36","Pontevedra","OTROS",27010,413598,6.53
1989,"10","36","Pontevedra","IU_PCE_HISTORICO",20006,413598,4.84
1989,"10","36","Pontevedra","BNG",15929,413598,3.85
1989,"10","36","Pontevedra","COALICION_GALEGA",11974,413598,2.9
1989,"10","36","Pontevedra","VERDES_ECOLOGISTAS",4402,413598,1.06
1989,"10","36","Pontevedra","EXTREMA_DERECHA_ANTIGUA",524,413598,0.13
1989,"10","26","Rioja, La","PP",60639,145675,41.63
1989,"10","26","Rioja, La","PSOE",58472,145675,40.14
1989,"10","26","Rioja, La","IU_PCE_HISTORICO",11321,145675,7.77
1989,"10","26","Rioja, La","UCD_CDS",10583,145675,7.26
1989,"10","26","Rioja, La","OTROS",2567,145675,1.76
1989,"10","26","Rioja, La","VERDES_ECOLOGISTAS",1885,145675,1.29
1989,"10","26","Rioja, La","EXTREMA_DERECHA_ANTIGUA",208,145675,0.14
1989,"10","37","Salamanca","PP",87940,213485,41.19
1989,"10","37","Salamanca","PSOE",79604,213485,37.29
1989,"10","37","Salamanca","UCD_CDS",26873,213485,12.59
1989,"10","37","Salamanca","IU_PCE_HISTORICO",14111,213485,6.61
1989,"10","37","Salamanca","OTROS",3395,213485,1.59
1989,"10","37","Salamanca","VERDES_ECOLOGISTAS",1293,213485,0.61
1989,"10","37","Salamanca","EXTREMA_DERECHA_ANTIGUA",269,213485,0.13
1989,"10","38","Santa Cruz de Tenerife","PSOE",128711,314448,40.93
1989,"10","38","Santa Cruz de Tenerife","CC_NC",58487,314448,18.6
1989,"10","38","Santa Cruz de Tenerife","PP",56606,314448,18
1989,"10","38","Santa Cruz de Tenerife","UCD_CDS",31765,314448,10.1
1989,"10","38","Santa Cruz de Tenerife","IU_PCE_HISTORICO",20182,314448,6.42
1989,"10","38","Santa Cruz de Tenerife","OTROS",16195,314448,5.15
1989,"10","38","Santa Cruz de Tenerife","VERDES_ECOLOGISTAS",2127,314448,0.68
1989,"10","38","Santa Cruz de Tenerife","EXTREMA_DERECHA_ANTIGUA",375,314448,0.12
1989,"10","40","Segovia","PP",35818,88227,40.6
1989,"10","40","Segovia","PSOE",27470,88227,31.14
1989,"10","40","Segovia","UCD_CDS",14776,88227,16.75
1989,"10","40","Segovia","IU_PCE_HISTORICO",7327,88227,8.3
1989,"10","40","Segovia","OTROS",1760,88227,1.99
1989,"10","40","Segovia","VERDES_ECOLOGISTAS",971,88227,1.1
1989,"10","40","Segovia","EXTREMA_DERECHA_ANTIGUA",105,88227,0.12
1989,"10","41","Sevilla","PSOE",437879,804255,54.45
1989,"10","41","Sevilla","PP",153291,804255,19.06
1989,"10","41","Sevilla","IU_PCE_HISTORICO",101222,804255,12.59
1989,"10","41","Sevilla","PARTIDO_ANDALUCISTA",72996,804255,9.08
1989,"10","41","Sevilla","UCD_CDS",18359,804255,2.28
1989,"10","41","Sevilla","OTROS",17179,804255,2.14
1989,"10","41","Sevilla","VERDES_ECOLOGISTAS",2538,804255,0.32
1989,"10","41","Sevilla","EXTREMA_DERECHA_ANTIGUA",791,804255,0.1
1989,"10","42","Soria","PP",26725,55027,48.57
1989,"10","42","Soria","PSOE",18342,55027,33.33
1989,"10","42","Soria","UCD_CDS",5250,55027,9.54
1989,"10","42","Soria","IU_PCE_HISTORICO",3689,55027,6.7
1989,"10","42","Soria","OTROS",918,55027,1.67
1989,"10","42","Soria","EXTREMA_DERECHA_ANTIGUA",103,55027,0.19
1989,"10","43","Tarragona","IU_PCE_HISTORICO",111543,271146,41.14
1989,"10","43","Tarragona","PSOE",93198,271146,34.37
1989,"10","43","Tarragona","PP",35783,271146,13.2
1989,"10","43","Tarragona","OTROS",11043,271146,4.07
1989,"10","43","Tarragona","UCD_CDS",10806,271146,3.99
1989,"10","43","Tarragona","ERC",8553,271146,3.15
1989,"10","43","Tarragona","EXTREMA_DERECHA_ANTIGUA",220,271146,0.08
1989,"10","44","Teruel","PSOE",33540,83385,40.22
1989,"10","44","Teruel","PP",27669,83385,33.18
1989,"10","44","Teruel","PAR_ARAGON",8883,83385,10.65
1989,"10","44","Teruel","UCD_CDS",7308,83385,8.76
1989,"10","44","Teruel","IU_PCE_HISTORICO",4429,83385,5.31
1989,"10","44","Teruel","OTROS",861,83385,1.03
1989,"10","44","Teruel","VERDES_ECOLOGISTAS",395,83385,0.47
1989,"10","44","Teruel","SUMAR_PODEMOS",200,83385,0.24
1989,"10","44","Teruel","EXTREMA_DERECHA_ANTIGUA",100,83385,0.12
1989,"10","45","Toledo","PSOE",135248,286316,47.24
1989,"10","45","Toledo","PP",99440,286316,34.73
1989,"10","45","Toledo","UCD_CDS",23209,286316,8.11
1989,"10","45","Toledo","IU_PCE_HISTORICO",22644,286316,7.91
1989,"10","45","Toledo","OTROS",3689,286316,1.29
1989,"10","45","Toledo","VERDES_ECOLOGISTAS",1501,286316,0.52
1989,"10","45","Toledo","EXTREMA_DERECHA_ANTIGUA",585,286316,0.2
1989,"10","46","Valencia/València","PSOE",480935,1193344,40.3
1989,"10","46","Valencia/València","PP",290922,1193344,24.38
1989,"10","46","Valencia/València","UNIO_VALENCIANA",137446,1193344,11.52
1989,"10","46","Valencia/València","IU_PCE_HISTORICO",131259,1193344,11
1989,"10","46","Valencia/València","UCD_CDS",77663,1193344,6.51
1989,"10","46","Valencia/València","OTROS",39033,1193344,3.27
1989,"10","46","Valencia/València","SUMAR_PODEMOS",27525,1193344,2.31
1989,"10","46","Valencia/València","VERDES_ECOLOGISTAS",7191,1193344,0.6
1989,"10","46","Valencia/València","EXTREMA_DERECHA_ANTIGUA",1370,1193344,0.11
1989,"10","47","Valladolid","PP",108363,282262,38.39
1989,"10","47","Valladolid","PSOE",102467,282262,36.3
1989,"10","47","Valladolid","UCD_CDS",32627,282262,11.56
1989,"10","47","Valladolid","IU_PCE_HISTORICO",31510,282262,11.16
1989,"10","47","Valladolid","OTROS",3367,282262,1.19
1989,"10","47","Valladolid","VERDES_ECOLOGISTAS",3336,282262,1.18
1989,"10","47","Valladolid","EXTREMA_DERECHA_ANTIGUA",592,282262,0.21
1989,"10","49","Zamora","PP",54711,126681,43.19
1989,"10","49","Zamora","PSOE",48442,126681,38.24
1989,"10","49","Zamora","UCD_CDS",14740,126681,11.64
1989,"10","49","Zamora","IU_PCE_HISTORICO",5968,126681,4.71
1989,"10","49","Zamora","OTROS",2312,126681,1.83
1989,"10","49","Zamora","VERDES_ECOLOGISTAS",508,126681,0.4
1989,"10","50","Zaragoza","PSOE",173598,452944,38.33
1989,"10","50","Zaragoza","PP",125607,452944,27.73
1989,"10","50","Zaragoza","IU_PCE_HISTORICO",56866,452944,12.55
1989,"10","50","Zaragoza","PAR_ARAGON",48499,452944,10.71
1989,"10","50","Zaragoza","UCD_CDS",32791,452944,7.24
1989,"10","50","Zaragoza","OTROS",10072,452944,2.22
1989,"10","50","Zaragoza","VERDES_ECOLOGISTAS",2934,452944,0.65
1989,"10","50","Zaragoza","SUMAR_PODEMOS",2076,452944,0.46
1989,"10","50","Zaragoza","EXTREMA_DERECHA_ANTIGUA",501,452944,0.11
1989,"10","05","Ávila","PP",35690,107885,33.08
1989,"10","05","Ávila","UCD_CDS",34305,107885,31.8
1989,"10","05","Ávila","PSOE",30015,107885,27.82
1989,"10","05","Ávila","IU_PCE_HISTORICO",5337,107885,4.95
1989,"10","05","Ávila","OTROS",1917,107885,1.78
1989,"10","05","Ávila","VERDES_ECOLOGISTAS",472,107885,0.44
1989,"10","05","Ávila","EXTREMA_DERECHA_ANTIGUA",149,107885,0.14
1993,"06","02","Albacete","PSOE",102435,220597,46.44
1993,"06","02","Albacete","PP",90353,220597,40.96
1993,"06","02","Albacete","IU_PCE_HISTORICO",20746,220597,9.4
1993,"06","02","Albacete","UCD_CDS",4230,220597,1.92
1993,"06","02","Albacete","OTROS",1538,220597,0.7
1993,"06","02","Albacete","VERDES_ECOLOGISTAS",1295,220597,0.59
1993,"06","03","Alicante/Alacant","PP",339861,776365,43.78
1993,"06","03","Alicante/Alacant","PSOE",311337,776365,40.1
1993,"06","03","Alicante/Alacant","IU_PCE_HISTORICO",81302,776365,10.47
1993,"06","03","Alicante/Alacant","UCD_CDS",15149,776365,1.95
1993,"06","03","Alicante/Alacant","OTROS",9969,776365,1.28
1993,"06","03","Alicante/Alacant","SUMAR_PODEMOS",7474,776365,0.96
1993,"06","03","Alicante/Alacant","VERDES_ECOLOGISTAS",6242,776365,0.8
1993,"06","03","Alicante/Alacant","UNIO_VALENCIANA",4318,776365,0.56
1993,"06","03","Alicante/Alacant","EXTREMA_DERECHA_ANTIGUA",713,776365,0.09
1993,"06","04","Almería","PSOE",124245,259679,47.85
1993,"06","04","Almería","PP",98107,259679,37.78
1993,"06","04","Almería","IU_PCE_HISTORICO",24903,259679,9.59
1993,"06","04","Almería","UCD_CDS",3549,259679,1.37
1993,"06","04","Almería","PARTIDO_ANDALUCISTA",3539,259679,1.36
1993,"06","04","Almería","OTROS",2389,259679,0.92
1993,"06","04","Almería","GIL_POPULISMO",1471,259679,0.57
1993,"06","04","Almería","VERDES_ECOLOGISTAS",1365,259679,0.53
1993,"06","04","Almería","EXTREMA_DERECHA_ANTIGUA",111,259679,0.04
1993,"06","01","Araba/Álava","PSOE",40727,154048,26.44
1993,"06","01","Araba/Álava","PP",30535,154048,19.82
1993,"06","01","Araba/Álava","PNV",26257,154048,17.04
1993,"06","01","Araba/Álava","OTROS",20270,154048,13.16
1993,"06","01","Araba/Álava","BILDU_HB",14684,154048,9.53
1993,"06","01","Araba/Álava","IU_PCE_HISTORICO",10735,154048,6.97
1993,"06","01","Araba/Álava","EA",9029,154048,5.86
1993,"06","01","Araba/Álava","UCD_CDS",1811,154048,1.18
1993,"06","33","Asturias","PSOE",267227,677753,39.43
1993,"06","33","Asturias","PP",256846,677753,37.9
1993,"06","33","Asturias","IU_PCE_HISTORICO",108329,677753,15.98
1993,"06","33","Asturias","UCD_CDS",25221,677753,3.72
1993,"06","33","Asturias","OTROS",15113,677753,2.23
1993,"06","33","Asturias","VERDES_ECOLOGISTAS",4442,677753,0.66
1993,"06","33","Asturias","EXTREMA_DERECHA_ANTIGUA",336,677753,0.05
1993,"06","33","Asturias","UPL_LEON",239,677753,0.04
1993,"06","06","Badajoz","PSOE",210158,402861,52.17
1993,"06","06","Badajoz","PP",142372,402861,35.34
1993,"06","06","Badajoz","IU_PCE_HISTORICO",36467,402861,9.05
1993,"06","06","Badajoz","UCD_CDS",7642,402861,1.9
1993,"06","06","Badajoz","OTROS",4247,402861,1.05
1993,"06","06","Badajoz","VERDES_ECOLOGISTAS",1975,402861,0.49
1993,"06","07","Balears, Illes","PP",191217,408252,46.84
1993,"06","07","Balears, Illes","PSOE",139775,408252,34.24
1993,"06","07","Balears, Illes","OTROS",42263,408252,10.35
1993,"06","07","Balears, Illes","IU_PCE_HISTORICO",24548,408252,6.01
1993,"06","07","Balears, Illes","UCD_CDS",7607,408252,1.86
1993,"06","07","Balears, Illes","ERC",2842,408252,0.7
1993,"06","08","Barcelona","IU_PCE_HISTORICO",1094743,2803520,39.05
1993,"06","08","Barcelona","PSOE",1025261,2803520,36.57
1993,"06","08","Barcelona","PP",479039,2803520,17.09
1993,"06","08","Barcelona","ERC",122013,2803520,4.35
1993,"06","08","Barcelona","OTROS",58354,2803520,2.08
1993,"06","08","Barcelona","UCD_CDS",22275,2803520,0.79
1993,"06","08","Barcelona","EXTREMA_DERECHA_ANTIGUA",1835,2803520,0.07
1993,"06","48","Bizkaia","PNV",196729,657809,29.91
1993,"06","48","Bizkaia","PSOE",165346,657809,25.14
1993,"06","48","Bizkaia","PP",101866,657809,15.49
1993,"06","48","Bizkaia","BILDU_HB",83473,657809,12.69
1993,"06","48","Bizkaia","IU_PCE_HISTORICO",49993,657809,7.6
1993,"06","48","Bizkaia","EA",42104,657809,6.4
1993,"06","48","Bizkaia","OTROS",13046,657809,1.98
1993,"06","48","Bizkaia","UCD_CDS",5252,657809,0.8
1993,"06","09","Burgos","PP",111012,220662,50.31
1993,"06","09","Burgos","PSOE",76420,220662,34.63
1993,"06","09","Burgos","IU_PCE_HISTORICO",20277,220662,9.19
1993,"06","09","Burgos","UCD_CDS",6702,220662,3.04
1993,"06","09","Burgos","OTROS",4201,220662,1.9
1993,"06","09","Burgos","VERDES_ECOLOGISTAS",1879,220662,0.85
1993,"06","09","Burgos","EXTREMA_DERECHA_ANTIGUA",171,220662,0.08
1993,"06","39","Cantabria","PP",121468,322990,37.61
1993,"06","39","Cantabria","PSOE",121222,322990,37.53
1993,"06","39","Cantabria","OTROS",29369,322990,9.09
1993,"06","39","Cantabria","IU_PCE_HISTORICO",25578,322990,7.92
1993,"06","39","Cantabria","PRC_CANTABRIA",18572,322990,5.75
1993,"06","39","Cantabria","UCD_CDS",5046,322990,1.56
1993,"06","39","Cantabria","VERDES_ECOLOGISTAS",1735,322990,0.54
1993,"06","12","Castellón/Castelló","PP",128787,284730,45.23
1993,"06","12","Castellón/Castelló","PSOE",113318,284730,39.8
1993,"06","12","Castellón/Castelló","IU_PCE_HISTORICO",20352,284730,7.15
1993,"06","12","Castellón/Castelló","SUMAR_PODEMOS",6129,284730,2.15
1993,"06","12","Castellón/Castelló","UCD_CDS",5847,284730,2.05
1993,"06","12","Castellón/Castelló","UNIO_VALENCIANA",5001,284730,1.76
1993,"06","12","Castellón/Castelló","OTROS",2861,284730,1
1993,"06","12","Castellón/Castelló","VERDES_ECOLOGISTAS",2274,284730,0.8
1993,"06","12","Castellón/Castelló","EXTREMA_DERECHA_ANTIGUA",161,284730,0.06
1993,"06","51","Ceuta","PP",15276,29762,51.33
1993,"06","51","Ceuta","PSOE",12170,29762,40.89
1993,"06","51","Ceuta","OTROS",1240,29762,4.17
1993,"06","51","Ceuta","VERDES_ECOLOGISTAS",491,29762,1.65
1993,"06","51","Ceuta","UCD_CDS",485,29762,1.63
1993,"06","51","Ceuta","IU_PCE_HISTORICO",100,29762,0.34
1993,"06","13","Ciudad Real","PSOE",146503,297058,49.32
1993,"06","13","Ciudad Real","PP",119051,297058,40.08
1993,"06","13","Ciudad Real","IU_PCE_HISTORICO",21796,297058,7.34
1993,"06","13","Ciudad Real","UCD_CDS",6370,297058,2.14
1993,"06","13","Ciudad Real","OTROS",1863,297058,0.63
1993,"06","13","Ciudad Real","VERDES_ECOLOGISTAS",1475,297058,0.5
1993,"06","15","Coruña, A","PP",277337,617227,44.93
1993,"06","15","Coruña, A","PSOE",229662,617227,37.21
1993,"06","15","Coruña, A","BNG",52965,617227,8.58
1993,"06","15","Coruña, A","OTROS",42752,617227,6.93
1993,"06","15","Coruña, A","UCD_CDS",11140,617227,1.8
1993,"06","15","Coruña, A","VERDES_ECOLOGISTAS",2165,617227,0.35
1993,"06","15","Coruña, A","IU_PCE_HISTORICO",1206,617227,0.2
1993,"06","16","Cuenca","PP",64343,135737,47.4
1993,"06","16","Cuenca","PSOE",59564,135737,43.88
1993,"06","16","Cuenca","IU_PCE_HISTORICO",7005,135737,5.16
1993,"06","16","Cuenca","UCD_CDS",3312,135737,2.44
1993,"06","16","Cuenca","OTROS",1023,135737,0.75
1993,"06","16","Cuenca","VERDES_ECOLOGISTAS",490,135737,0.36
1993,"06","10","Cáceres","PSOE",130600,256287,50.96
1993,"06","10","Cáceres","PP",95425,256287,37.23
1993,"06","10","Cáceres","IU_PCE_HISTORICO",15572,256287,6.08
1993,"06","10","Cáceres","OTROS",7421,256287,2.9
1993,"06","10","Cáceres","UCD_CDS",5908,256287,2.31
1993,"06","10","Cáceres","VERDES_ECOLOGISTAS",1361,256287,0.53
1993,"06","11","Cádiz","PSOE",278857,556003,50.15
1993,"06","11","Cádiz","PP",155453,556003,27.96
1993,"06","11","Cádiz","IU_PCE_HISTORICO",62633,556003,11.26
1993,"06","11","Cádiz","OTROS",32844,556003,5.91
1993,"06","11","Cádiz","PARTIDO_ANDALUCISTA",15735,556003,2.83
1993,"06","11","Cádiz","UCD_CDS",4251,556003,0.76
1993,"06","11","Cádiz","VERDES_ECOLOGISTAS",3451,556003,0.62
1993,"06","11","Cádiz","GIL_POPULISMO",2446,556003,0.44
1993,"06","11","Cádiz","EXTREMA_DERECHA_ANTIGUA",333,556003,0.06
1993,"06","14","Córdoba","PSOE",228766,463102,49.4
1993,"06","14","Córdoba","PP",128735,463102,27.8
1993,"06","14","Córdoba","IU_PCE_HISTORICO",80637,463102,17.41
1993,"06","14","Córdoba","PARTIDO_ANDALUCISTA",12534,463102,2.71
1993,"06","14","Córdoba","OTROS",4822,463102,1.04
1993,"06","14","Córdoba","UCD_CDS",4623,463102,1
1993,"06","14","Córdoba","VERDES_ECOLOGISTAS",1503,463102,0.32
1993,"06","14","Córdoba","GIL_POPULISMO",1296,463102,0.28
1993,"06","14","Córdoba","EXTREMA_DERECHA_ANTIGUA",186,463102,0.04
1993,"06","20","Gipuzkoa","PSOE",85699,361450,23.71
1993,"06","20","Gipuzkoa","BILDU_HB",76144,361450,21.07
1993,"06","20","Gipuzkoa","EA",66542,361450,18.41
1993,"06","20","Gipuzkoa","PNV",63874,361450,17.67
1993,"06","20","Gipuzkoa","PP",42654,361450,11.8
1993,"06","20","Gipuzkoa","IU_PCE_HISTORICO",17635,361450,4.88
1993,"06","20","Gipuzkoa","OTROS",6886,361450,1.91
1993,"06","20","Gipuzkoa","UCD_CDS",2016,361450,0.56
1993,"06","17","Girona","IU_PCE_HISTORICO",140193,297482,47.13
1993,"06","17","Girona","PSOE",84089,297482,28.27
1993,"06","17","Girona","PP",39002,297482,13.11
1993,"06","17","Girona","ERC",27367,297482,9.2
1993,"06","17","Girona","OTROS",5336,297482,1.79
1993,"06","17","Girona","UCD_CDS",1495,297482,0.5
1993,"06","18","Granada","PSOE",227291,459280,49.49
1993,"06","18","Granada","PP",160552,459280,34.96
1993,"06","18","Granada","IU_PCE_HISTORICO",50300,459280,10.95
1993,"06","18","Granada","PARTIDO_ANDALUCISTA",6939,459280,1.51
1993,"06","18","Granada","UCD_CDS",5277,459280,1.15
1993,"06","18","Granada","OTROS",4045,459280,0.88
1993,"06","18","Granada","VERDES_ECOLOGISTAS",3625,459280,0.79
1993,"06","18","Granada","GIL_POPULISMO",1027,459280,0.22
1993,"06","18","Granada","EXTREMA_DERECHA_ANTIGUA",224,459280,0.05
1993,"06","19","Guadalajara","PP",46836,94740,49.44
1993,"06","19","Guadalajara","PSOE",35012,94740,36.96
1993,"06","19","Guadalajara","IU_PCE_HISTORICO",8793,94740,9.28
1993,"06","19","Guadalajara","UCD_CDS",2294,94740,2.42
1993,"06","19","Guadalajara","OTROS",1086,94740,1.15
1993,"06","19","Guadalajara","VERDES_ECOLOGISTAS",645,94740,0.68
1993,"06","19","Guadalajara","EXTREMA_DERECHA_ANTIGUA",74,94740,0.08
1993,"06","21","Huelva","PSOE",137900,246936,55.84
1993,"06","21","Huelva","PP",72566,246936,29.39
1993,"06","21","Huelva","IU_PCE_HISTORICO",22369,246936,9.06
1993,"06","21","Huelva","PARTIDO_ANDALUCISTA",7444,246936,3.01
1993,"06","21","Huelva","OTROS",2640,246936,1.07
1993,"06","21","Huelva","UCD_CDS",2088,246936,0.85
1993,"06","21","Huelva","VERDES_ECOLOGISTAS",1147,246936,0.46
1993,"06","21","Huelva","GIL_POPULISMO",675,246936,0.27
1993,"06","21","Huelva","EXTREMA_DERECHA_ANTIGUA",107,246936,0.04
1993,"06","22","Huesca","PSOE",50066,131265,38.14
1993,"06","22","Huesca","PP",42911,131265,32.69
1993,"06","22","Huesca","PAR_ARAGON",23717,131265,18.07
1993,"06","22","Huesca","IU_PCE_HISTORICO",9680,131265,7.37
1993,"06","22","Huesca","UCD_CDS",2813,131265,2.14
1993,"06","22","Huesca","SUMAR_PODEMOS",1219,131265,0.93
1993,"06","22","Huesca","OTROS",859,131265,0.65
1993,"06","23","Jaén","PSOE",209433,396999,52.75
1993,"06","23","Jaén","PP",129586,396999,32.64
1993,"06","23","Jaén","IU_PCE_HISTORICO",41198,396999,10.38
1993,"06","23","Jaén","PARTIDO_ANDALUCISTA",7195,396999,1.81
1993,"06","23","Jaén","OTROS",3621,396999,0.91
1993,"06","23","Jaén","UCD_CDS",3437,396999,0.87
1993,"06","23","Jaén","VERDES_ECOLOGISTAS",1580,396999,0.4
1993,"06","23","Jaén","GIL_POPULISMO",733,396999,0.18
1993,"06","23","Jaén","EXTREMA_DERECHA_ANTIGUA",216,396999,0.05
1993,"06","24","León","PP",141656,315893,44.84
1993,"06","24","León","PSOE",128302,315893,40.62
1993,"06","24","León","IU_PCE_HISTORICO",21345,315893,6.76
1993,"06","24","León","UPL_LEON",11733,315893,3.71
1993,"06","24","León","UCD_CDS",7613,315893,2.41
1993,"06","24","León","OTROS",3397,315893,1.08
1993,"06","24","León","VERDES_ECOLOGISTAS",1640,315893,0.52
1993,"06","24","León","EXTREMA_DERECHA_ANTIGUA",207,315893,0.07
1993,"06","25","Lleida","IU_PCE_HISTORICO",89919,207926,43.25
1993,"06","25","Lleida","PSOE",56503,207926,27.17
1993,"06","25","Lleida","PP",41564,207926,19.99
1993,"06","25","Lleida","ERC",15613,207926,7.51
1993,"06","25","Lleida","OTROS",3028,207926,1.46
1993,"06","25","Lleida","UCD_CDS",1299,207926,0.62
1993,"06","27","Lugo","PP",118250,219394,53.9
1993,"06","27","Lugo","PSOE",70343,219394,32.06
1993,"06","27","Lugo","BNG",16181,219394,7.38
1993,"06","27","Lugo","OTROS",10995,219394,5.01
1993,"06","27","Lugo","UCD_CDS",2738,219394,1.25
1993,"06","27","Lugo","VERDES_ECOLOGISTAS",887,219394,0.4
1993,"06","28","Madrid","PP",1357850,3061682,44.35
1993,"06","28","Madrid","PSOE",1079830,3061682,35.27
1993,"06","28","Madrid","IU_PCE_HISTORICO",455180,3061682,14.87
1993,"06","28","Madrid","UCD_CDS",92270,3061682,3.01
1993,"06","28","Madrid","OTROS",39951,3061682,1.3
1993,"06","28","Madrid","VERDES_ECOLOGISTAS",32827,3061682,1.07
1993,"06","28","Madrid","EXTREMA_DERECHA_ANTIGUA",3174,3061682,0.1
1993,"06","28","Madrid","UPL_LEON",600,3061682,0.02
1993,"06","52","Melilla","PSOE",12885,26086,49.39
1993,"06","52","Melilla","PP",11865,26086,45.48
1993,"06","52","Melilla","IU_PCE_HISTORICO",687,26086,2.63
1993,"06","52","Melilla","UCD_CDS",569,26086,2.18
1993,"06","52","Melilla","OTROS",80,26086,0.31
1993,"06","30","Murcia","PP",310101,650575,47.67
1993,"06","30","Murcia","PSOE",251582,650575,38.67
1993,"06","30","Murcia","IU_PCE_HISTORICO",63537,650575,9.77
1993,"06","30","Murcia","UCD_CDS",14358,650575,2.21
1993,"06","30","Murcia","OTROS",5957,650575,0.92
1993,"06","30","Murcia","VERDES_ECOLOGISTAS",5040,650575,0.77
1993,"06","29","Málaga","PSOE",302125,627958,48.11
1993,"06","29","Málaga","PP",196435,627958,31.28
1993,"06","29","Málaga","IU_PCE_HISTORICO",89156,627958,14.2
1993,"06","29","Málaga","PARTIDO_ANDALUCISTA",12502,627958,1.99
1993,"06","29","Málaga","OTROS",8622,627958,1.37
1993,"06","29","Málaga","GIL_POPULISMO",7954,627958,1.27
1993,"06","29","Málaga","UCD_CDS",5854,627958,0.93
1993,"06","29","Málaga","VERDES_ECOLOGISTAS",4885,627958,0.78
1993,"06","29","Málaga","EXTREMA_DERECHA_ANTIGUA",425,627958,0.07
1993,"06","31","Navarra","PP",111520,304456,36.63
1993,"06","31","Navarra","PSOE",107644,304456,35.36
1993,"06","31","Navarra","BILDU_HB",32162,304456,10.56
1993,"06","31","Navarra","IU_PCE_HISTORICO",26991,304456,8.87
1993,"06","31","Navarra","EA",11407,304456,3.75
1993,"06","31","Navarra","UCD_CDS",5198,304456,1.71
1993,"06","31","Navarra","VERDES_ECOLOGISTAS",4226,304456,1.39
1993,"06","31","Navarra","PNV",3480,304456,1.14
1993,"06","31","Navarra","OTROS",1828,304456,0.6
1993,"06","32","Ourense","PP",103664,208261,49.78
1993,"06","32","Ourense","PSOE",81460,208261,39.11
1993,"06","32","Ourense","BNG",13678,208261,6.57
1993,"06","32","Ourense","OTROS",7035,208261,3.38
1993,"06","32","Ourense","UCD_CDS",2424,208261,1.16
1993,"06","34","Palencia","PP",58887,119227,49.39
1993,"06","34","Palencia","PSOE",46033,119227,38.61
1993,"06","34","Palencia","IU_PCE_HISTORICO",7875,119227,6.61
1993,"06","34","Palencia","UCD_CDS",3689,119227,3.09
1993,"06","34","Palencia","OTROS",1769,119227,1.48
1993,"06","34","Palencia","VERDES_ECOLOGISTAS",811,119227,0.68
1993,"06","34","Palencia","EXTREMA_DERECHA_ANTIGUA",112,119227,0.09
1993,"06","34","Palencia","UPL_LEON",51,119227,0.04
1993,"06","35","Palmas, Las","PP",159988,416546,38.41
1993,"06","35","Palmas, Las","PSOE",104061,416546,24.98
1993,"06","35","Palmas, Las","CC_NC",102882,416546,24.7
1993,"06","35","Palmas, Las","IU_PCE_HISTORICO",22910,416546,5.5
1993,"06","35","Palmas, Las","OTROS",20214,416546,4.85
1993,"06","35","Palmas, Las","UCD_CDS",4055,416546,0.97
1993,"06","35","Palmas, Las","VERDES_ECOLOGISTAS",2436,416546,0.58
1993,"06","36","Pontevedra","PP",235010,491229,47.84
1993,"06","36","Pontevedra","PSOE",169156,491229,34.44
1993,"06","36","Pontevedra","BNG",43672,491229,8.89
1993,"06","36","Pontevedra","OTROS",36033,491229,7.34
1993,"06","36","Pontevedra","UCD_CDS",7358,491229,1.5
1993,"06","26","Rioja, La","PP",78423,167199,46.9
1993,"06","26","Rioja, La","PSOE",63569,167199,38.02
1993,"06","26","Rioja, La","IU_PCE_HISTORICO",11815,167199,7.07
1993,"06","26","Rioja, La","OTROS",8812,167199,5.27
1993,"06","26","Rioja, La","UCD_CDS",3595,167199,2.15
1993,"06","26","Rioja, La","VERDES_ECOLOGISTAS",985,167199,0.59
1993,"06","37","Salamanca","PP",113557,229510,49.48
1993,"06","37","Salamanca","PSOE",86130,229510,37.53
1993,"06","37","Salamanca","IU_PCE_HISTORICO",15489,229510,6.75
1993,"06","37","Salamanca","UCD_CDS",8977,229510,3.91
1993,"06","37","Salamanca","OTROS",2701,229510,1.18
1993,"06","37","Salamanca","VERDES_ECOLOGISTAS",2391,229510,1.04
1993,"06","37","Salamanca","EXTREMA_DERECHA_ANTIGUA",161,229510,0.07
1993,"06","37","Salamanca","UPL_LEON",104,229510,0.05
1993,"06","38","Santa Cruz de Tenerife","PSOE",136214,385731,35.31
1993,"06","38","Santa Cruz de Tenerife","PP",114328,385731,29.64
1993,"06","38","Santa Cruz de Tenerife","CC_NC",104071,385731,26.98
1993,"06","38","Santa Cruz de Tenerife","IU_PCE_HISTORICO",19450,385731,5.04
1993,"06","38","Santa Cruz de Tenerife","OTROS",5843,385731,1.51
1993,"06","38","Santa Cruz de Tenerife","UCD_CDS",5825,385731,1.51
1993,"06","40","Segovia","PP",45931,94285,48.72
1993,"06","40","Segovia","PSOE",30785,94285,32.65
1993,"06","40","Segovia","UCD_CDS",8611,94285,9.13
1993,"06","40","Segovia","IU_PCE_HISTORICO",7079,94285,7.51
