"anno","mes","codigo_provincia","nombre_oficial","siglas_unificadas","votos","total_votos_prov","porcentaje"
2008,"03","48","Bizkaia","CIUDADANOS",416,614030,0.07
2008,"03","48","Bizkaia","EXTREMA_DERECHA_ANTIGUA",213,614030,0.03
2008,"03","09","Burgos","PP",116241,226070,51.42
2008,"03","09","Burgos","PSOE",92405,226070,40.87
2008,"03","09","Burgos","IU_PCE_HISTORICO",7019,226070,3.1
2008,"03","09","Burgos","UPYD",4892,226070,2.16
2008,"03","09","Burgos","OTROS",4839,226070,2.14
2008,"03","09","Burgos","VERDES_ECOLOGISTAS",439,226070,0.19
2008,"03","09","Burgos","CIUDADANOS",124,226070,0.05
2008,"03","09","Burgos","EXTREMA_DERECHA_ANTIGUA",111,226070,0.05
2008,"03","39","Cantabria","PP",182602,359260,50.83
2008,"03","39","Cantabria","PSOE",158009,359260,43.98
2008,"03","39","Cantabria","IU_PCE_HISTORICO",8781,359260,2.44
2008,"03","39","Cantabria","UPYD",5060,359260,1.41
2008,"03","39","Cantabria","OTROS",3242,359260,0.9
2008,"03","39","Cantabria","VERDES_ECOLOGISTAS",1002,359260,0.28
2008,"03","39","Cantabria","EXTREMA_DERECHA_ANTIGUA",290,359260,0.08
2008,"03","39","Cantabria","CIUDADANOS",274,359260,0.08
2008,"03","12","Castellón/Castelló","PP",155173,312817,49.61
2008,"03","12","Castellón/Castelló","PSOE",139458,312817,44.58
2008,"03","12","Castellón/Castelló","IU_PCE_HISTORICO",6799,312817,2.17
2008,"03","12","Castellón/Castelló","OTROS",4833,312817,1.54
2008,"03","12","Castellón/Castelló","SUMAR_PODEMOS",3207,312817,1.03
2008,"03","12","Castellón/Castelló","UPYD",1783,312817,0.57
2008,"03","12","Castellón/Castelló","ERC",1077,312817,0.34
2008,"03","12","Castellón/Castelló","CIUDADANOS",293,312817,0.09
2008,"03","12","Castellón/Castelló","EXTREMA_DERECHA_ANTIGUA",194,312817,0.06
2008,"03","51","Ceuta","PP",19902,35558,55.97
2008,"03","51","Ceuta","PSOE",14429,35558,40.58
2008,"03","51","Ceuta","UPYD",477,35558,1.34
2008,"03","51","Ceuta","OTROS",420,35558,1.18
2008,"03","51","Ceuta","IU_PCE_HISTORICO",240,35558,0.67
2008,"03","51","Ceuta","EXTREMA_DERECHA_ANTIGUA",58,35558,0.16
2008,"03","51","Ceuta","CIUDADANOS",32,35558,0.09
2008,"03","13","Ciudad Real","PP",148033,306108,48.36
2008,"03","13","Ciudad Real","PSOE",144480,306108,47.2
2008,"03","13","Ciudad Real","IU_PCE_HISTORICO",8242,306108,2.69
2008,"03","13","Ciudad Real","UPYD",2535,306108,0.83
2008,"03","13","Ciudad Real","OTROS",1751,306108,0.57
2008,"03","13","Ciudad Real","VERDES_ECOLOGISTAS",770,306108,0.25
2008,"03","13","Ciudad Real","EXTREMA_DERECHA_ANTIGUA",179,306108,0.06
2008,"03","13","Ciudad Real","CIUDADANOS",118,306108,0.04
2008,"03","15","Coruña, A","PP",303362,691989,43.84
2008,"03","15","Coruña, A","PSOE",279386,691989,40.37
2008,"03","15","Coruña, A","BNG",87607,691989,12.66
2008,"03","15","Coruña, A","IU_PCE_HISTORICO",11374,691989,1.64
2008,"03","15","Coruña, A","UPYD",4350,691989,0.63
2008,"03","15","Coruña, A","OTROS",3596,691989,0.52
2008,"03","15","Coruña, A","VERDES_ECOLOGISTAS",1575,691989,0.23
2008,"03","15","Coruña, A","CIUDADANOS",443,691989,0.06
2008,"03","15","Coruña, A","EXTREMA_DERECHA_ANTIGUA",296,691989,0.04
2008,"03","16","Cuenca","PP",66128,131109,50.44
2008,"03","16","Cuenca","PSOE",59711,131109,45.54
2008,"03","16","Cuenca","IU_PCE_HISTORICO",3196,131109,2.44
2008,"03","16","Cuenca","UPYD",1005,131109,0.77
2008,"03","16","Cuenca","OTROS",654,131109,0.5
2008,"03","16","Cuenca","VERDES_ECOLOGISTAS",299,131109,0.23
2008,"03","16","Cuenca","EXTREMA_DERECHA_ANTIGUA",59,131109,0.05
2008,"03","16","Cuenca","CIUDADANOS",57,131109,0.04
2008,"03","10","Cáceres","PSOE",139487,266039,52.43
2008,"03","10","Cáceres","PP",113088,266039,42.51
2008,"03","10","Cáceres","IU_PCE_HISTORICO",7518,266039,2.83
2008,"03","10","Cáceres","OTROS",2732,266039,1.03
2008,"03","10","Cáceres","UPYD",2053,266039,0.77
2008,"03","10","Cáceres","VERDES_ECOLOGISTAS",831,266039,0.31
2008,"03","10","Cáceres","CIUDADANOS",231,266039,0.09
2008,"03","10","Cáceres","EXTREMA_DERECHA_ANTIGUA",99,266039,0.04
2008,"03","11","Cádiz","PSOE",326133,632475,51.56
2008,"03","11","Cádiz","PP",245132,632475,38.76
2008,"03","11","Cádiz","IU_PCE_HISTORICO",31607,632475,5
2008,"03","11","Cádiz","OTROS",20761,632475,3.28
2008,"03","11","Cádiz","UPYD",5539,632475,0.88
2008,"03","11","Cádiz","VERDES_ECOLOGISTAS",2466,632475,0.39
2008,"03","11","Cádiz","CIUDADANOS",553,632475,0.09
2008,"03","11","Cádiz","EXTREMA_DERECHA_ANTIGUA",284,632475,0.04
2008,"03","14","Córdoba","PSOE",243959,475612,51.29
2008,"03","14","Córdoba","PP",181630,475612,38.19
2008,"03","14","Córdoba","IU_PCE_HISTORICO",34301,475612,7.21
2008,"03","14","Córdoba","OTROS",11163,475612,2.35
2008,"03","14","Córdoba","UPYD",2780,475612,0.58
2008,"03","14","Córdoba","VERDES_ECOLOGISTAS",1175,475612,0.25
2008,"03","14","Córdoba","CIUDADANOS",351,475612,0.07
2008,"03","14","Córdoba","EXTREMA_DERECHA_ANTIGUA",253,475612,0.05
2008,"03","20","Gipuzkoa","PSOE",125659,315503,39.83
2008,"03","20","Gipuzkoa","PNV",76891,315503,24.37
2008,"03","20","Gipuzkoa","PP",46993,315503,14.89
2008,"03","20","Gipuzkoa","OTROS",37881,315503,12.01
2008,"03","20","Gipuzkoa","EA",25259,315503,8.01
2008,"03","20","Gipuzkoa","UPYD",2556,315503,0.81
2008,"03","20","Gipuzkoa","CIUDADANOS",183,315503,0.06
2008,"03","20","Gipuzkoa","EXTREMA_DERECHA_ANTIGUA",81,315503,0.03
2008,"03","17","Girona","PSOE",130889,325742,40.18
2008,"03","17","Girona","IU_PCE_HISTORICO",101064,325742,31.03
2008,"03","17","Girona","ERC",43865,325742,13.47
2008,"03","17","Girona","PP",40379,325742,12.4
2008,"03","17","Girona","OTROS",8030,325742,2.47
2008,"03","17","Girona","CIUDADANOS",908,325742,0.28
2008,"03","17","Girona","UPYD",366,325742,0.11
2008,"03","17","Girona","EXTREMA_DERECHA_ANTIGUA",241,325742,0.07
2008,"03","18","Granada","PSOE",258046,516110,50
2008,"03","18","Granada","PP",216167,516110,41.88
2008,"03","18","Granada","IU_PCE_HISTORICO",26582,516110,5.15
2008,"03","18","Granada","OTROS",7569,516110,1.47
2008,"03","18","Granada","UPYD",5221,516110,1.01
2008,"03","18","Granada","VERDES_ECOLOGISTAS",1895,516110,0.37
2008,"03","18","Granada","CIUDADANOS",435,516110,0.08
2008,"03","18","Granada","EXTREMA_DERECHA_ANTIGUA",195,516110,0.04
2008,"03","19","Guadalajara","PP",67452,131468,51.31
2008,"03","19","Guadalajara","PSOE",54296,131468,41.3
2008,"03","19","Guadalajara","IU_PCE_HISTORICO",4469,131468,3.4
2008,"03","19","Guadalajara","UPYD",2812,131468,2.14
2008,"03","19","Guadalajara","OTROS",1677,131468,1.28
2008,"03","19","Guadalajara","VERDES_ECOLOGISTAS",552,131468,0.42
2008,"03","19","Guadalajara","CIUDADANOS",124,131468,0.09
2008,"03","19","Guadalajara","EXTREMA_DERECHA_ANTIGUA",86,131468,0.07
2008,"03","21","Huelva","PSOE",148710,264794,56.16
2008,"03","21","Huelva","PP",93748,264794,35.4
2008,"03","21","Huelva","IU_PCE_HISTORICO",13374,264794,5.05
2008,"03","21","Huelva","OTROS",5674,264794,2.14
2008,"03","21","Huelva","UPYD",2313,264794,0.87
2008,"03","21","Huelva","VERDES_ECOLOGISTAS",700,264794,0.26
2008,"03","21","Huelva","CIUDADANOS",164,264794,0.06
2008,"03","21","Huelva","EXTREMA_DERECHA_ANTIGUA",111,264794,0.04
2008,"03","22","Huesca","PSOE",61909,128897,48.03
2008,"03","22","Huesca","PP",49388,128897,38.32
2008,"03","22","Huesca","PAR_ARAGON",6636,128897,5.15
2008,"03","22","Huesca","SUMAR_PODEMOS",3863,128897,3
2008,"03","22","Huesca","IU_PCE_HISTORICO",3826,128897,2.97
2008,"03","22","Huesca","UPYD",1705,128897,1.32
2008,"03","22","Huesca","OTROS",840,128897,0.65
2008,"03","22","Huesca","VERDES_ECOLOGISTAS",543,128897,0.42
2008,"03","22","Huesca","CIUDADANOS",126,128897,0.1
2008,"03","22","Huesca","EXTREMA_DERECHA_ANTIGUA",61,128897,0.05
2008,"03","23","Jaén","PSOE",228319,408978,55.83
2008,"03","23","Jaén","PP",150881,408978,36.89
2008,"03","23","Jaén","IU_PCE_HISTORICO",20132,408978,4.92
2008,"03","23","Jaén","OTROS",6707,408978,1.64
2008,"03","23","Jaén","UPYD",1947,408978,0.48
2008,"03","23","Jaén","VERDES_ECOLOGISTAS",620,408978,0.15
2008,"03","23","Jaén","CIUDADANOS",194,408978,0.05
2008,"03","23","Jaén","EXTREMA_DERECHA_ANTIGUA",178,408978,0.04
2008,"03","24","León","PSOE",159099,317338,50.14
2008,"03","24","León","PP",140999,317338,44.43
2008,"03","24","León","IU_PCE_HISTORICO",7103,317338,2.24
2008,"03","24","León","UPL_LEON",4339,317338,1.37
2008,"03","24","León","UPYD",2496,317338,0.79
2008,"03","24","León","OTROS",2169,317338,0.68
2008,"03","24","León","VERDES_ECOLOGISTAS",464,317338,0.15
2008,"03","24","León","CIUDADANOS",390,317338,0.12
2008,"03","24","León","EXTREMA_DERECHA_ANTIGUA",279,317338,0.09
2008,"03","25","Lleida","PSOE",78021,206819,37.72
2008,"03","25","Lleida","IU_PCE_HISTORICO",65840,206819,31.83
2008,"03","25","Lleida","PP",31750,206819,15.35
2008,"03","25","Lleida","ERC",27270,206819,13.19
2008,"03","25","Lleida","OTROS",3660,206819,1.77
2008,"03","25","Lleida","UPYD",191,206819,0.09
2008,"03","25","Lleida","EXTREMA_DERECHA_ANTIGUA",87,206819,0.04
2008,"03","27","Lugo","PP",105619,229376,46.05
2008,"03","27","Lugo","PSOE",92361,229376,40.27
2008,"03","27","Lugo","BNG",26382,229376,11.5
2008,"03","27","Lugo","IU_PCE_HISTORICO",2252,229376,0.98
2008,"03","27","Lugo","UPYD",1112,229376,0.48
2008,"03","27","Lugo","OTROS",989,229376,0.43
2008,"03","27","Lugo","VERDES_ECOLOGISTAS",434,229376,0.19
2008,"03","27","Lugo","EXTREMA_DERECHA_ANTIGUA",126,229376,0.05
2008,"03","27","Lugo","CIUDADANOS",101,229376,0.04
2008,"03","28","Madrid","PP",1722719,3459426,49.8
2008,"03","28","Madrid","PSOE",1380749,3459426,39.91
2008,"03","28","Madrid","IU_PCE_HISTORICO",165565,3459426,4.79
2008,"03","28","Madrid","UPYD",131290,3459426,3.8
2008,"03","28","Madrid","OTROS",51943,3459426,1.5
2008,"03","28","Madrid","CIUDADANOS",3953,3459426,0.11
2008,"03","28","Madrid","EXTREMA_DERECHA_ANTIGUA",3207,3459426,0.09
2008,"03","52","Melilla","PP",15510,31225,49.67
2008,"03","52","Melilla","PSOE",15106,31225,48.38
2008,"03","52","Melilla","UPYD",364,31225,1.17
2008,"03","52","Melilla","OTROS",168,31225,0.54
2008,"03","52","Melilla","EXTREMA_DERECHA_ANTIGUA",40,31225,0.13
2008,"03","52","Melilla","CIUDADANOS",37,31225,0.12
2008,"03","30","Murcia","PP",467668,755311,61.92
2008,"03","30","Murcia","PSOE",248494,755311,32.9
2008,"03","30","Murcia","IU_PCE_HISTORICO",22788,755311,3.02
2008,"03","30","Murcia","UPYD",7130,755311,0.94
2008,"03","30","Murcia","OTROS",5113,755311,0.68
2008,"03","30","Murcia","VERDES_ECOLOGISTAS",3384,755311,0.45
2008,"03","30","Murcia","CIUDADANOS",427,755311,0.06
2008,"03","30","Murcia","EXTREMA_DERECHA_ANTIGUA",307,755311,0.04
2008,"03","29","Málaga","PSOE",353363,748253,47.23
2008,"03","29","Málaga","PP",326721,748253,43.66
2008,"03","29","Málaga","IU_PCE_HISTORICO",39156,748253,5.23
2008,"03","29","Málaga","OTROS",17003,748253,2.27
2008,"03","29","Málaga","UPYD",7269,748253,0.97
2008,"03","29","Málaga","VERDES_ECOLOGISTAS",3213,748253,0.43
2008,"03","29","Málaga","CIUDADANOS",1207,748253,0.16
2008,"03","29","Málaga","EXTREMA_DERECHA_ANTIGUA",321,748253,0.04
2008,"03","31","Navarra","PP",131618,330040,39.88
2008,"03","31","Navarra","PSOE",115837,330040,35.1
2008,"03","31","Navarra","GEROA_BAI",62073,330040,18.81
2008,"03","31","Navarra","IU_PCE_HISTORICO",11238,330040,3.41
2008,"03","31","Navarra","OTROS",6363,330040,1.93
2008,"03","31","Navarra","UPYD",2577,330040,0.78
2008,"03","31","Navarra","CIUDADANOS",213,330040,0.06
2008,"03","31","Navarra","EXTREMA_DERECHA_ANTIGUA",121,330040,0.04
2008,"03","32","Ourense","PP",105198,217170,48.44
2008,"03","32","Ourense","PSOE",82373,217170,37.93
2008,"03","32","Ourense","BNG",25497,217170,11.74
2008,"03","32","Ourense","IU_PCE_HISTORICO",1519,217170,0.7
2008,"03","32","Ourense","OTROS",1097,217170,0.51
2008,"03","32","Ourense","UPYD",1025,217170,0.47
2008,"03","32","Ourense","VERDES_ECOLOGISTAS",297,217170,0.14
2008,"03","32","Ourense","EXTREMA_DERECHA_ANTIGUA",94,217170,0.04
2008,"03","32","Ourense","CIUDADANOS",70,217170,0.03
2008,"03","34","Palencia","PP",58031,114885,50.51
2008,"03","34","Palencia","PSOE",50530,114885,43.98
2008,"03","34","Palencia","IU_PCE_HISTORICO",3172,114885,2.76
2008,"03","34","Palencia","UPYD",1502,114885,1.31
2008,"03","34","Palencia","OTROS",981,114885,0.85
2008,"03","34","Palencia","VERDES_ECOLOGISTAS",495,114885,0.43
2008,"03","34","Palencia","EXTREMA_DERECHA_ANTIGUA",95,114885,0.08
2008,"03","34","Palencia","CIUDADANOS",79,114885,0.07
2008,"03","35","Palmas, Las","PSOE",213056,497161,42.85
2008,"03","35","Palmas, Las","PP",200211,497161,40.27
2008,"03","35","Palmas, Las","OTROS",42835,497161,8.62
2008,"03","35","Palmas, Las","CC_NC",29914,497161,6.02
2008,"03","35","Palmas, Las","IU_PCE_HISTORICO",6138,497161,1.23
2008,"03","35","Palmas, Las","VERDES_ECOLOGISTAS",2853,497161,0.57
2008,"03","35","Palmas, Las","UPYD",1806,497161,0.36
2008,"03","35","Palmas, Las","CIUDADANOS",182,497161,0.04
2008,"03","35","Palmas, Las","EXTREMA_DERECHA_ANTIGUA",166,497161,0.03
2008,"03","36","Pontevedra","PP",257211,575397,44.7
2008,"03","36","Pontevedra","PSOE",229912,575397,39.96
2008,"03","36","Pontevedra","BNG",69948,575397,12.16
2008,"03","36","Pontevedra","IU_PCE_HISTORICO",9431,575397,1.64
2008,"03","36","Pontevedra","OTROS",4056,575397,0.7
2008,"03","36","Pontevedra","UPYD",3309,575397,0.58
2008,"03","36","Pontevedra","VERDES_ECOLOGISTAS",838,575397,0.15
2008,"03","36","Pontevedra","CIUDADANOS",360,575397,0.06
2008,"03","36","Pontevedra","EXTREMA_DERECHA_ANTIGUA",332,575397,0.06
2008,"03","26","Rioja, La","PP",91806,183014,50.16
2008,"03","26","Rioja, La","PSOE",80668,183014,44.08
2008,"03","26","Rioja, La","IU_PCE_HISTORICO",3749,183014,2.05
2008,"03","26","Rioja, La","OTROS",3422,183014,1.87
2008,"03","26","Rioja, La","UPYD",2390,183014,1.31
2008,"03","26","Rioja, La","VERDES_ECOLOGISTAS",827,183014,0.45
2008,"03","26","Rioja, La","CIUDADANOS",100,183014,0.05
2008,"03","26","Rioja, La","EXTREMA_DERECHA_ANTIGUA",52,183014,0.03
2008,"03","37","Salamanca","PP",125142,226575,55.23
2008,"03","37","Salamanca","PSOE",90021,226575,39.73
2008,"03","37","Salamanca","IU_PCE_HISTORICO",4164,226575,1.84
2008,"03","37","Salamanca","UPYD",4036,226575,1.78
2008,"03","37","Salamanca","OTROS",2111,226575,0.93
2008,"03","37","Salamanca","VERDES_ECOLOGISTAS",595,226575,0.26
2008,"03","37","Salamanca","CIUDADANOS",415,226575,0.18
2008,"03","37","Salamanca","EXTREMA_DERECHA_ANTIGUA",91,226575,0.04
2008,"03","38","Santa Cruz de Tenerife","PSOE",174079,471884,36.89
2008,"03","38","Santa Cruz de Tenerife","PP",146596,471884,31.07
2008,"03","38","Santa Cruz de Tenerife","CC_NC",134754,471884,28.56
2008,"03","38","Santa Cruz de Tenerife","IU_PCE_HISTORICO",7453,471884,1.58
2008,"03","38","Santa Cruz de Tenerife","OTROS",5001,471884,1.06
2008,"03","38","Santa Cruz de Tenerife","VERDES_ECOLOGISTAS",2028,471884,0.43
2008,"03","38","Santa Cruz de Tenerife","UPYD",1700,471884,0.36
2008,"03","38","Santa Cruz de Tenerife","CIUDADANOS",155,471884,0.03
2008,"03","38","Santa Cruz de Tenerife","EXTREMA_DERECHA_ANTIGUA",118,471884,0.03
2008,"03","40","Segovia","PP",53155,97981,54.25
2008,"03","40","Segovia","PSOE",38674,97981,39.47
2008,"03","40","Segovia","IU_PCE_HISTORICO",2707,97981,2.76
2008,"03","40","Segovia","UPYD",1622,97981,1.66
2008,"03","40","Segovia","OTROS",1113,97981,1.14
2008,"03","40","Segovia","VERDES_ECOLOGISTAS",545,97981,0.56
2008,"03","40","Segovia","CIUDADANOS",98,97981,0.1
2008,"03","40","Segovia","EXTREMA_DERECHA_ANTIGUA",67,97981,0.07
2008,"03","41","Sevilla","PSOE",623239,1061407,58.72
2008,"03","41","Sevilla","PP",338426,1061407,31.88
2008,"03","41","Sevilla","IU_PCE_HISTORICO",58431,1061407,5.51
2008,"03","41","Sevilla","OTROS",23835,1061407,2.25
2008,"03","41","Sevilla","UPYD",13404,1061407,1.26
2008,"03","41","Sevilla","VERDES_ECOLOGISTAS",2994,1061407,0.28
2008,"03","41","Sevilla","CIUDADANOS",667,1061407,0.06
2008,"03","41","Sevilla","EXTREMA_DERECHA_ANTIGUA",411,1061407,0.04
2008,"03","42","Soria","PP",27515,53866,51.08
2008,"03","42","Soria","PSOE",23153,53866,42.98
2008,"03","42","Soria","IU_PCE_HISTORICO",1290,53866,2.39
2008,"03","42","Soria","UPYD",1100,53866,2.04
2008,"03","42","Soria","OTROS",396,53866,0.74
2008,"03","42","Soria","VERDES_ECOLOGISTAS",188,53866,0.35
2008,"03","42","Soria","CIUDADANOS",185,53866,0.34
2008,"03","42","Soria","EXTREMA_DERECHA_ANTIGUA",39,53866,0.07
2008,"03","43","Tarragona","PSOE",167959,369197,45.49
2008,"03","43","Tarragona","IU_PCE_HISTORICO",90626,369197,24.55
2008,"03","43","Tarragona","PP",66571,369197,18.03
2008,"03","43","Tarragona","ERC",35263,369197,9.55
2008,"03","43","Tarragona","OTROS",6221,369197,1.69
2008,"03","43","Tarragona","CIUDADANOS",1851,369197,0.5
2008,"03","43","Tarragona","UPYD",492,369197,0.13
2008,"03","43","Tarragona","EXTREMA_DERECHA_ANTIGUA",214,369197,0.06
2008,"03","44","Teruel","PSOE",37826,84691,44.66
2008,"03","44","Teruel","PP",34134,84691,40.3
2008,"03","44","Teruel","PAR_ARAGON",7413,84691,8.75
2008,"03","44","Teruel","IU_PCE_HISTORICO",2289,84691,2.7
2008,"03","44","Teruel","SUMAR_PODEMOS",2017,84691,2.38
2008,"03","44","Teruel","UPYD",386,84691,0.46
2008,"03","44","Teruel","OTROS",300,84691,0.35
2008,"03","44","Teruel","VERDES_ECOLOGISTAS",159,84691,0.19
2008,"03","44","Teruel","CIUDADANOS",113,84691,0.13
2008,"03","44","Teruel","EXTREMA_DERECHA_ANTIGUA",54,84691,0.06
2008,"03","45","Toledo","PP",200662,387679,51.76
2008,"03","45","Toledo","PSOE",167423,387679,43.19
2008,"03","45","Toledo","IU_PCE_HISTORICO",11768,387679,3.04
2008,"03","45","Toledo","UPYD",3761,387679,0.97
2008,"03","45","Toledo","OTROS",2882,387679,0.74
2008,"03","45","Toledo","VERDES_ECOLOGISTAS",746,387679,0.19
2008,"03","45","Toledo","EXTREMA_DERECHA_ANTIGUA",222,387679,0.06
2008,"03","45","Toledo","CIUDADANOS",215,387679,0.06
2008,"03","46","Valencia/València","PP",767616,1471090,52.18
2008,"03","46","Valencia/València","PSOE",594562,1471090,40.42
2008,"03","46","Valencia/València","IU_PCE_HISTORICO",47151,1471090,3.21
2008,"03","46","Valencia/València","OTROS",25955,1471090,1.76
2008,"03","46","Valencia/València","SUMAR_PODEMOS",19769,1471090,1.34
2008,"03","46","Valencia/València","UPYD",10822,1471090,0.74
2008,"03","46","Valencia/València","ERC",3563,1471090,0.24
2008,"03","46","Valencia/València","CIUDADANOS",1169,1471090,0.08
2008,"03","46","Valencia/València","EXTREMA_DERECHA_ANTIGUA",483,1471090,0.03
2008,"03","47","Valladolid","PP",171188,342829,49.93
2008,"03","47","Valladolid","PSOE",147461,342829,43.01
2008,"03","47","Valladolid","IU_PCE_HISTORICO",11366,342829,3.32
2008,"03","47","Valladolid","UPYD",6823,342829,1.99
2008,"03","47","Valladolid","OTROS",3638,342829,1.06
2008,"03","47","Valladolid","VERDES_ECOLOGISTAS",1648,342829,0.48
2008,"03","47","Valladolid","CIUDADANOS",465,342829,0.14
2008,"03","47","Valladolid","EXTREMA_DERECHA_ANTIGUA",240,342829,0.07
2008,"03","49","Zamora","PP",66702,126222,52.84
2008,"03","49","Zamora","PSOE",53725,126222,42.56
2008,"03","49","Zamora","IU_PCE_HISTORICO",3036,126222,2.41
2008,"03","49","Zamora","UPYD",1209,126222,0.96
2008,"03","49","Zamora","OTROS",1046,126222,0.83
2008,"03","49","Zamora","VERDES_ECOLOGISTAS",343,126222,0.27
2008,"03","49","Zamora","EXTREMA_DERECHA_ANTIGUA",82,126222,0.06
2008,"03","49","Zamora","CIUDADANOS",79,126222,0.06
2008,"03","50","Zaragoza","PSOE",251881,537108,46.9
2008,"03","50","Zaragoza","PP",198710,537108,37
2008,"03","50","Zaragoza","SUMAR_PODEMOS",32155,537108,5.99
2008,"03","50","Zaragoza","PAR_ARAGON",25844,537108,4.81
2008,"03","50","Zaragoza","IU_PCE_HISTORICO",15801,537108,2.94
2008,"03","50","Zaragoza","UPYD",6570,537108,1.22
2008,"03","50","Zaragoza","OTROS",3362,537108,0.63
2008,"03","50","Zaragoza","VERDES_ECOLOGISTAS",1684,537108,0.31
2008,"03","50","Zaragoza","CIUDADANOS",755,537108,0.14
2008,"03","50","Zaragoza","EXTREMA_DERECHA_ANTIGUA",346,537108,0.06
2008,"03","05","Ávila","PP",66747,111660,59.78
2008,"03","05","Ávila","PSOE",38894,111660,34.83
2008,"03","05","Ávila","IU_PCE_HISTORICO",3023,111660,2.71
2008,"03","05","Ávila","UPYD",1616,111660,1.45
2008,"03","05","Ávila","OTROS",971,111660,0.87
2008,"03","05","Ávila","VERDES_ECOLOGISTAS",211,111660,0.19
2008,"03","05","Ávila","CIUDADANOS",125,111660,0.11
2008,"03","05","Ávila","EXTREMA_DERECHA_ANTIGUA",73,111660,0.07
2011,"11","02","Albacete","PP",127883,228824,55.89
2011,"11","02","Albacete","PSOE",69762,228824,30.49
2011,"11","02","Albacete","IU_PCE_HISTORICO",14658,228824,6.41
2011,"11","02","Albacete","UPYD",11600,228824,5.07
2011,"11","02","Albacete","OTROS",2852,228824,1.25
2011,"11","02","Albacete","SUMAR_PODEMOS",2069,228824,0.9
2011,"11","03","Alicante/Alacant","PP",489498,876076,55.87
2011,"11","03","Alicante/Alacant","PSOE",238826,876076,27.26
2011,"11","03","Alicante/Alacant","IU_PCE_HISTORICO",59697,876076,6.81
2011,"11","03","Alicante/Alacant","UPYD",49566,876076,5.66
2011,"11","03","Alicante/Alacant","SUMAR_PODEMOS",27568,876076,3.15
2011,"11","03","Alicante/Alacant","OTROS",10921,876076,1.25
2011,"11","04","Almería","PP",179881,308108,58.38
2011,"11","04","Almería","PSOE",92736,308108,30.1
2011,"11","04","Almería","IU_PCE_HISTORICO",16384,308108,5.32
2011,"11","04","Almería","UPYD",12180,308108,3.95
2011,"11","04","Almería","SUMAR_PODEMOS",2816,308108,0.91
2011,"11","04","Almería","PARTIDO_ANDALUCISTA",2617,308108,0.85
2011,"11","04","Almería","OTROS",1494,308108,0.48
2011,"11","01","Araba/Álava","PP",45948,167160,27.49
2011,"11","01","Araba/Álava","PSOE",39605,167160,23.69
2011,"11","01","Araba/Álava","IU_PCE_HISTORICO",39285,167160,23.5
2011,"11","01","Araba/Álava","PNV",31877,167160,19.07
2011,"11","01","Araba/Álava","UPYD",4647,167160,2.78
2011,"11","01","Araba/Álava","SUMAR_PODEMOS",3561,167160,2.13
2011,"11","01","Araba/Álava","OTROS",2237,167160,1.34
2011,"11","33","Asturias","PP",222464,619208,35.93
2011,"11","33","Asturias","PSOE",183199,619208,29.59
2011,"11","33","Asturias","FORO_ASTURIAS",92559,619208,14.95
2011,"11","33","Asturias","IU_PCE_HISTORICO",84496,619208,13.65
2011,"11","33","Asturias","UPYD",24578,619208,3.97
2011,"11","33","Asturias","OTROS",6844,619208,1.11
2011,"11","33","Asturias","SUMAR_PODEMOS",5068,619208,0.82
2011,"11","06","Badajoz","PP",206894,403522,51.27
2011,"11","06","Badajoz","PSOE",153458,403522,38.03
2011,"11","06","Badajoz","IU_PCE_HISTORICO",24313,403522,6.03
2011,"11","06","Badajoz","UPYD",14149,403522,3.51
2011,"11","06","Badajoz","OTROS",2916,403522,0.72
2011,"11","06","Badajoz","SUMAR_PODEMOS",1792,403522,0.44
2011,"11","07","Balears, Illes","PP",217077,429718,50.52
2011,"11","07","Balears, Illes","PSOE",126305,429718,29.39
2011,"11","07","Balears, Illes","OTROS",63177,429718,14.7
2011,"11","07","Balears, Illes","UPYD",18486,429718,4.3
2011,"11","07","Balears, Illes","ERC",4673,429718,1.09
2011,"11","08","Barcelona","IU_PCE_HISTORICO",946154,2564814,36.89
2011,"11","08","Barcelona","PSOE",725963,2564814,28.3
2011,"11","08","Barcelona","PP",546689,2564814,21.31
2011,"11","08","Barcelona","ERC",169248,2564814,6.6
2011,"11","08","Barcelona","OTROS",143741,2564814,5.6
2011,"11","08","Barcelona","UPYD",33019,2564814,1.29
2011,"11","48","Bizkaia","PNV",208267,630938,33.01
2011,"11","48","Bizkaia","IU_PCE_HISTORICO",146707,630938,23.25
2011,"11","48","Bizkaia","PSOE",136391,630938,21.62
2011,"11","48","Bizkaia","PP",113037,630938,17.92
2011,"11","48","Bizkaia","UPYD",10826,630938,1.72
2011,"11","48","Bizkaia","OTROS",8358,630938,1.32
2011,"11","48","Bizkaia","SUMAR_PODEMOS",7352,630938,1.17
2011,"11","09","Burgos","PP",115610,209197,55.26
2011,"11","09","Burgos","PSOE",59569,209197,28.48
2011,"11","09","Burgos","UPYD",16041,209197,7.67
2011,"11","09","Burgos","IU_PCE_HISTORICO",11831,209197,5.66
2011,"11","09","Burgos","OTROS",4223,209197,2.02
2011,"11","09","Burgos","SUMAR_PODEMOS",1923,209197,0.92
2011,"11","39","Cantabria","PP",182753,345790,52.85
2011,"11","39","Cantabria","PSOE",88105,345790,25.48
2011,"11","39","Cantabria","PRC_CANTABRIA",43903,345790,12.7
2011,"11","39","Cantabria","IU_PCE_HISTORICO",13122,345790,3.79
2011,"11","39","Cantabria","UPYD",12561,345790,3.63
